"hey" "hei"
"bedroom" "makuuhuone"
"board" "lautapeli"
"monopoly" "monopolipeli"
"rosy" "ruusuinen"
"everyday" "jokapäiväinen"
"g-g-g-g-gec" "läpsyttävä ääni"
"delete" "poistaa"
"socials" "some-kanavat"
"twitter" "Twitter"
"instagram" "Instagram"
"also" "myös"
"timeline" "aikajana"
"jamie" "Jamie"
"refresh" "päivittää"
"reset" "nollata"
"conceive" "hahmottaa"
"tweet" "twiitti"
"flying" "lentää"
"receiving" "vastaanottaa"
"freebies" "ilmaispalvelut"
"kinda" "vähän"
"sleepy" "unelias"
"alice" "Liisa"
"backin" "takaisin"
"daddy" "isä"
"taught" "opetti"
"hell" "helvetti"
"faint" "huono"
"160" "160"
"405" "405"
"scion" "perillinen"
"xb" "xb"
"gta" "gta"
"v" "v"
"passenger" "matkustaja"
"seat" "penkki"
"djing" "DJ-työskentely"
"spotify" "spotify"
"likes" "tykkää"
"move" "liikuta"
"woah" "vau"
"loves" "rakastaa"
"lied" "valehdella"
"skunk" "haisuhäntä"
"trunk" "runko"
"river" "joki"
"miss" "kaivata"
"bending" "taivuttaminen"
"backwards" "taaksepäin"
"rat" "rotta"
"hat" "hattu"
"cook" "kokata"
"chef" "keittiömestari"
"remy" "Remy"
"doin" "tekemässä"
"pullin" "vetämässä"
"eatin" "syömässä"
"ratatouille" "ratatouille"
"shits" "paskat"
"pot" "kattila"
"best" "paras"
"groceries" "ruokakorit"
"cooking" "kokkaus"
"strawberry" "mansikka"
"dessert" "jälkiruoka"
"drink" "juoma"
"wine" "viini"
"cake" "kakku"
"sous" "keitin"
"vide" "videopeli"
"eat" "syödä"
"i-i-i-i" "ä-ää-ää-ää"
"indiscernible" "epäselvä"
"lyrics" "sanat"
"n-now" "nyt"
"no-now" "ei nyt"
"causing" "aiheuttaen"
"mirror" "peili"
"nails" "kynnet"
"beneath" "alla"
"surface" "pinta"
"sorry" "pahoitteleva"
"perfect" "täydellinen"
"word" "sana"
"remains" "jäännökset"
"unspoken" "sanomaton"
"twenty-seven" "kaksikymmentäseitsemän"
"forty-five" "neljäkymmentäviisi"
"fifty" "viisikymmentä"
"twenty-nine" "kaksikymmentäyhdeksän"
"ringtone-tone-tone-tone-tone" "soittoääni-ääni-ääni-ääni-ääni"
"ringtone-tone" "soittoääni-ääni"
"ringtone-tone-tone-tone" "soittoääni-ääni-ääni-ääni"
"me-me-me-me" "minä-minä-minä-minä"
"sick-ick-ick-ick" "sairas-sairas-sairas-sairas"
"ringtone-tone-tone" "soittoääni-ääni-ääni"
"one-one-one-one" "yksi-yksi-yksi-yksi"
"o-o-o-o-o-o-o-o-" "o-o-o-o-o-o-o-o-"
"shoe" "kenkä"
"six" "kuusi"
"seven" "seitsemän"
"lay" "sijoittaa"
"nine" "yhdeksän"
"fat" "lihava"
"hen" "kana"
"twelve" "kaksitoista"
"delve" "etsiä"
"thirteen" "kolmetoista"
"fourteen" "neljätoista"
"skippin" "hyppivä"
"court" "oikeusistuin"
"fifteen" "viisitoista"
"sixteen" "kuusitoista"
"fe-fe-fe-fe-feeling" "tunne"
"burning" "polttava"
"memory" "muisto"
"do-do-do-do" "tekemässä"
"yae-yae-yae" "huudahduksessa"
"yae" "huudahdus"
"aww" "voi"
"bicep" "hauis"
"ripping" "repsottava"
"ribcage" "kylkiluuranko"
"wear" "pitää yllään"
"dress" "mekko"
"cuz" "koska"
"lyin" "valehtelemassa"
"instead" "sen sijaan"
"tell-" "kertoa"
"eeenie" "pikkuinen"
"meenie" "hoplaa"
"minie" "hoplaa"
"moe" "tekijämiehen"
"tiger" "tiikeri"
"by" "kautta"
"toe" "varvas"
"hollers" "huutaa"
"mother" "äiti"
"picked" "valitsi"
"caught" "kiinni"
"trick" "temppu"
"ford" "ylityspaikka"
"woke" "heräsi"
"bathroom" "kylpyhuone"
"trash" "roska"
"probably" "todennäköisesti"
"downfall" "tuho"
"sneak" "hiipiä"
"ok" "ok"
"message" "viesti"
"holler" "huutaa"
"tomb" "hauta"
"motherfucking" "helvetin"
"bongs" "bongit"
"kick" "potkaista"
"bit" "pala"
"packs" "pakkaukset"
"whiff" "tuulahdus"
"pig" "sika"
"focus" "keskittyminen"
"hush" "hiljentyä"
"fish" "kala"
"pond" "lampi"
"till" "siihen asti"
"morn" "aamulla"
"precious" "kallisarvoinen"
"basic" "perus"
"shiny" "kiiltävä"
"sorta" "tavallaan"
"uptown" "yläkaupunki"
"station" "asema"
"downloaded" "ladattu"
"applications" "sovellukset"
"airdrop" "ilmalasku"
"special" "erityinen"
"gupi" "gupi"
"snare" "ansa"
"level" "taso"
"3oh" "3oh"
"3" "kolme"
"lots" "paljon"
"rolled" "kääritty"
"sidewalk" "katukäytävä"
"drop" "pisara"
"toilet" "vessa"
"beats" "biitit"
"numbers" "numerot"
"title" "otsikko"
"spiteful" "ilkeä"
"heads" "päät"
"dj" "DJ"
"twist" "kierre"
"dial" "valitsin"
"tray" "tarjotin"
"--when" "kun"
"gets" "saa"
"bullshit" "paskapuhe."
"proud" "ylpeä"
"a-and" "ja"
"sus-thing" "epäilyttävä asia"
"beat" "rytmi/pelimuoto"
"mall" "ostoskeskus/malli"
"hall" "sali/halli"
"sooner" "ennen/tulevaisuudessa"
"hot" "kuuma"
"topic" "aihe"
"invader" "tunkeutuja"
"zim" "zimbabwe"
"merch" "oheistuote"
"auntie" "täti"
"annes" "Annes Beach"
"ahh" "ah"
"ah" "ah"
"nope" "ei"
"sockets" "pistorasia"
"load" "ladata/kuorma"
"pop" "pompahtaa/pop"
"awwww" "awwww"
"redneck" "redneck"
"billie" "Billie"
"smoked" "savustettu/savuinen"
"windpipe" "henkitorvi"
"dumb" "typerä"
"buddy" "kaveri"
"piehole" "suu"
"potato" "peruna"
"gun" "ase"
"fries" "ranskanperunat"
"eyehole" "näkögato"
"ounces" "unssit"
"callin" "soittamassa"
"honey" "hunaja"
"gorgeous" "upea"
"robbing" "ryöstö"
"porches" "kuistit"
"touchdown" "touchdown"
"swervin" "kaartamassa"
"lambo" "Lamborghini"
"bus" "bussi"
"g-shock" "G-Shock"
"bust" "rikkoa"
"flooded" "tulviva"
"iced" "jäinen"
"butter" "voi"
"pecan" "pekaani"
"stack" "pino"
"knots" "solmut"
"count" "laskea"
"rocks" "kivet"
"diamond" "timantti"
"suicide" "itsemurha"
"1600" "1600"
"block" "kortteli"
"caress" "hyväillä"
"neck" "kaula"
"link" "linkki"
"high" "korkea"
"alley" "kujanne"
"troops" "joukot"
"shooters" "ampujat"
"point" "piste"
"bentley" "bentley"
"rari" "rari"
"choose" "valita"
"ooh" "ui"
"rob" "ryöstää"
"loot" "saalis"
"shoes" "kengät"
"thot" "huora"
"swoop" "lentävän"
"goons" "roistot"
"tool" "työkalu"
"lose" "hävitä"
"drummers" "rummuttajat"
"indians" "intiaanit"
"summer" "kesä"
"teenage" "teini-"
"diplomat" "diplomaatti"
"dumps" "kaatopaikka"
"mumps" "sikotauti"
"adolescent" "nuori"
"pumps" "pumpun"
"boulder" "siirtolohkare"
"shoulder" "olkapää"
"older" "vanhempi"
"tripped" "kompastuneita"
"merry-go-round" "karruselli"
"jamies" "Jamiein"
"loco" "hullu"
"scary" "pelottava"
"knuckle" "nyrkki"
"tats" "tatuoinnit"
"spell" "loitsu, lukea loitsua"
"violence" "väkivalta"
"poked" "tökätä"
"eyelids" "silmäluomet"
"uses" "käyttö, käyttää"
"lighter" "sytytin"
"steak" "pihvi"
"complains" "valittaa"
"needs" "tarve, tarvita"
"speaks" "puhua"
"busted" "murskattu"
"motherfucker" "saatana"
"cussin" "kiroilu"
"minute" "minuutti, pikkuruinen"
"filled" "täyttää, täynnä"
"overflowed" "ylivuotava, vuotaa yli"
"afraid" "peloissaan"
"knees" "polvet"
"advantage" "etu"
"hows" "miten, kuinka"
"does" "tehdä"
"without" "ilman"
"demons" "demonit"
"yours" "sinun"
"blind" "sokea, sokeuttaa"
"dungeon" "vankilaholvi"
"demon" "demoni"
"releasing" "vapauttava"
"favourite" "suosikkini"
"victim" "uhri"
"body" "keho"
"serious" "vakava"
"knife" "veitsi"
"town" "kaupunki"
"black" "musta"
"mask" "naamio"
"hahahahahahahahahahahahahahahaha" "hahahahahahahahahahahahahahahaha"
"distance" "etäisyys"
"people" "ihmiset"
"places" "paikat"
"happen" "tapahtua"
"part" "osa"
"weve" "meillä on"
"texting" "tekstiviestittävä"
"heres" "tässä"
"warning" "varoitus"
"lips" "huulet"
"mistake" "virhe"
"baggage" "matkatavarat"
"wall" "seinä"
"insecure" "epävarma"
"energy" "energia"
"drinks" "juomat"
"admit" "myöntää"
"rings" "sormukset"
"music" "musiikki"
"sucks" "imaisee"
"spaces" "tilat"
"between" "välissä"
"near" "lähellä"
"wherever" "missä tahansa"
"in-" "sisällä-"
"in-dreams" "unessa"
"million" "miljoona"
"dollars" "dollaria"
"million-million" "miljardi"
"one-one-one" "yks-yks-yks"
"one-one" "yksi-yksi"
"dol-one" "yksi-dol"
"oh-ooh-oh-ooh" "oh-ooh-oh-ooh"
"hentai" "hentai"
"g-g-gec" "g-g-gec"
"happy" "onnellinen"
"using" "käyttämällä"
"anime" "anime"
"crotch" "haara"
"la" "la"
"la-la" "la-la"
"la-a-a-a-a-a" "la-a-a-a-a-a"
"laaa" "laaa"
"la-a-a" "la-a-a"
"la-la-la" "la-la-la"
"la-la-la-la-a-a-a-a-a-a" "la-la-la-la-a-a-a-a-a-a"
"masturbate" "masturboi"
"cartoons" "piirrokset"
"la-la-last" "la-la-last"
"train" "juna"
"awesometown" "upea kotipaikka"
"roof" "katto"
"burn" "polttaa"
"bro" "veli"
"kinds" "lajit"
"nachos" "nachot"
"whoa" "wow"
"off-the-hook" "hävytön"
"shrooms" "sienet"
"rule" "hallita"
"admitted" "myönsi"
"fitted" "sovitettu"
"style" "tyyli"
"limit" "raja"
"secret" "salaisuus"
"spine" "selkäranka"
"shine" "loistaa"
"ghostemane" "aavemainen mies"
"location" "sijainti"
"ngh" "pahoinvointi"
"mngh" "ähky"
"fucker" "paskiainen"
"apparent" "ilmeinen"
"rethink" "uudelleenarviointi"
"which" "joka"
"killer" "tappaja"
"asleep" "unessa"
"finger" "sormi"
"trigger" "laukaisu"
"o" "ei käännöstä suomeksi"
"o-o-o" "ohohoh"
"macdonald" "pikaruokaravintola"
"farm" "maatila"
"e" "ee"
"guitar" "kitara"
"riff" "riffi"
"riffriff" "riffi riffi"
"o-o" "oo"
"chord" "sointu"
"chordchord" "sointu sointu"
"leather" "nahka"
"-i" "-i"
"belt" "vyö"
"wub" "wub"
"byuy" "määki"
"yuy" "valita"
"bryiy" "bryi"
"wyru" "selvitä"
"biyui" "löytää"
"youy" "osata"
"ouy" "yrittää"
"wrr" "murista"
"w-" "w-"
"-away" "-pois"
"alright" "selvä"
"seems" "vaikuttaa"
"ohhhhhhhhhhhhhhh" "oy vähän"
"nights" "yöt"
"inner" "sisäinen"
"saturday" "lauantai"
"shot" "laukaus"
"hardaway" "kaukana"
"working" "työskentelevä"
"job" "työ"
"excuse" "tekosyy"
"hotel" "hotelli"
"lobby" "aula"
"coffee" "kahvi"
"speech" "puhe"
"recital" "esitys"
"vital" "elintärkeä"
"rhyme" "riimi"
"tricky" "juonikas"
"generals" "kenraalit"
"gathered" "kokoontunut"
"masses" "massat"
"witches" "noidat"
"evil" "paha"
"minds" "mielitiet"
"destruction" "tuho"
"sorcerer" "velho"
"deaths" "kuolemat"
"construction" "rakentaminen"
"fields" "pellot"
"bodies" "ruumiit"
"war" "sota"
"keeps" "säilyttää"
"hatred" "viha"
"brainwashed" "aivopesty"
"lord" "isäntä"
"ice" "jää"
"cream" "kerma"
"pizza" "pizza"
"jellyfish" "meduusa"
"goes" "menee"
"weasel" "näätä"
"jatsu" "jatsi"
"tsappari" "töppäri"
"dikkari" "läpyskä"
"dallan" "höpöttää"
"tittari" "tittari"
"tillan" "hiiviskellä"
"titstan" "pullero"
"dullaa" "turtua"
"dipidapi" "arvausleikki"
"dallaa" "säveltelee"
"ruppati" "juoruta"
"rupiran" "paheksua"
"kurikan" "huitoa"
"ratsatsaa" "ratsastaa"
"ripidabi" "ongelmavyyhti"
"dilla" "riepotella"
"beritstan" "mustamaalata"
"dillan" "karsittu versio"
"relate" "liittyä"
"pace" "tahti"
"a-a-a-and" "ja ja ja"
"cab" "taksi"
"started-ar-ar-ar-arted" "alkoi"
"blackout" "sähkökatko"
"waste" "hukka"
"o-o-o-on" "on on on"
"star-star-star-started-started" "aloitettiin aloitettiin"
"star-star-star-started" "aloitettiin aloitettiin"
"a-a-a-a-and" "ja ja ja ja"
"cigarette" "savuke"
"in-in-inhale" "hengitetään sisään"
"lungs" "keuhkot"
"r" "R-kioski"
"t-t-t-ted" "tallennettiin"
"square" "neliö"
"garden" "puutarha"
"xcx" "XXX"
"donations" "lahjoitukset"
"america" "Amerikka"
"provide" "tarjota"
"other" "muut"
"essentials" "tarvikkeet"
"children" "lapset"
"seniors" "seniorit"
"families" "perheet"
"donate" "lahjoittaa"
"vip" "VIP"
"100gecs" "100kärpästä"
"club" "klubi"
"arbor" "arboretum"
"everyone" "jokainen"
"anthony" "Anthony"
"fantano" "Fantano"
"internets" "internetti"
"busiest" "kiireisin"
"nerd" "nörtti"
"attending" "osallistuva"
"coalchella" "Coalchella"
"2018" "2018"
"coalchella-palloza" "Coalchella-palloza"
"noise" "melu"
"enter" "astua sisään"
"experience" "kokemus"
"wooh" "wooh"
"fully" "täysin"
"known" "tiedetty"
"otherwise" "muuten"
"banter" "leikittely"
"hmm" "hmm"
"this--" "tämä--"
"jump" "hypätä"
"literally--" "kirjaimellisesti--"
"idea" "idea"
"hopefully" "toivottavasti"
"destroying" "tuhoaminen"
"woah-oh" "woah-oh"
"-" "-"
"tonight" "tänä iltana"
"yuh" "jee"
"noxthyn" "ongelma"
"flow" "virtaus"
"ey" "huh?"
"tracks" "radat"
"distressed" "ahdistunut"
"rapper" "räppäri"
"bills" "laskut"
"lately" "viime aikoina"
"suffocated" "hengenahdistusta aiheuttava"
"pigeon-holed" "leimattu"
"overrated" "yliarvostettu"
"rated" "arvioitu"
"ticket" "lippu"
"tour" "kiertue"
"vacation" "loma"
"dresses" "mekot"
"photographs" "valokuvat"
"beautiful" "kaunis"
"stars" "tähdet"
"promises" "lupaukset"
"blast" "räjähdys"
"oooh" "aah"
"jokes" "vitsit"
"kids" "lapset"
"hunt" "metsästää"
"zombies" "zombit"
"teach" "opettaa"
"witch" "noita"
"spelling" "oikeinkirjoitus"
"jungle" "viidakko"
"cheetahs" "gepardit"
"knock-knock" "koputusleikki"
"whos" "kuka"
"lady" "nainen"
"yodeller" "jodlaaja"
"cant-" "ei voi"
"afford" "varaa"
"blaze" "liekki"
"rods" "sauva"
"backstage" "kulissien takana"
"safe" "turvallinen"
"sucking" "imevä"
"minecock" "oma kukko"
"anybodys" "kenen tahansa"
"signed" "allekirjoittanut"
"d" "d-kirjain"
"future" "tulevaisuus"
"bass" "basso"
"favors" "suosio"
"owe" "velkaantunut"
"lies" "valheet"
"colors" "värit"
"showed" "näytti"
"aaahh" "aaahh"
"ay" "ay"
"audience" "yleisö"
"woo-woo" "huks-huks"
"discord" "erimielisyys"
"nah" "ei ei"
"non" "ei"
"sono" "olen"
"omofobo" "homofobinen"
"però" "kuitenkin"
"ammazzerei" "tappaisin"
"tutti" "kaikki"
"quanti" "monta"
"froci" "homoja"
"che" "että"
"ci" "me"
"provano" "yrittävät"
"con" "(kanssa)"
"te" "te"
"razzista" "rasistinen"
"negri" "mustia"
"frocio" "homo"
"ma" "mutta"
"ti" "sinä"
"giuro" "vannon"
"ammazzo" "tappaa"
"hitler" "Hitler"
"gli" "heille"
"ebrei" "juutalaisia"
"sto" "olen"
"bene" "hyvin"
"mi" "minua"
"meglio" "paremmin"
"pagami" "maksa minulle"
"se" "se (jokin, mikä)"
"vuoi" "haluat"
"canti" "laulat"
"dentro" "sisällä"
"al" "kohti"
"tuo" "se"
"pezzo" "pala"
"nessuno" "kukaan"
"chiede" "pyytää"
"sento" "kuulen"
"lo" "sen"
"chiedi" "kysyä"
"tanto" "paljon"
"rispondo" "vastata"
"peggio" "huonommin"
"guys" "kaverit"
"died" "kuoli"
"walked" "käveli"
"downstairs" "alakerrassa"
"windowsill" "ikkunalauta"
"shadow" "varjo"
"momma" "äiti"
"son" "poika"
"american" "amerikkalainen"
"gladly" "ilomielin"
"defend" "puolustaa"
"today" "tänään"
"doubt" "epäilys"
"land" "maa"
"gods" "jumalat"
"announce" "ilmoittaa"
"sacrificed" "uhriksi"
"salute" "tervehdys/kunnia"
"pushing" "työntäminen"
"wh-" "mitä-"
"ere" "missä"
"love-" "rakastaa-"
"i-said" "minä sanoin"
"i-s-s-s-s" "minä sanoin"
"ooooo" "jaaa"
"rucker" "siirto/kyytejä"
"reporting" "raportointi"
"district" "alue/piiri"
"division" "divisioona/jako"
"loose" "löystynyt/löysä"
"introduce" "esitellä/johdatella"
"story" "tarina"
"about-" "noin-"
"rat-" "rotta"
"mini" "pieni/mini"
"crewmate" "miehistön jäsen"
"pog" "mahtipontinen/tärkeä"
"sus" "susi"
"tasks" "tehtävät"
"pet" "lemmikki"
"hats" "hatut"
"cosmetics" "kosmetiikka"
"spacemen" "avaruusolento/miesten"
"shoot" "ampua"
"report" "ilmoittaa"
"vent" "ilmanvaihtoaukko/ilmaista"
"vote" "äänestää."
"tank" "tankki"
"poppin" "ponnahtaa"
"pillies" "pillit"
"rockstar" "rocktähti"
"brothers" "veljet"
"rasta" "rastafari"
"uzi" "konekivääri"
"shottas" "aseen käyttäjä tai ystäväpiiri"
"homies" "kaverit"
"grrra-ta-ta-ta" "ääntely"
"switch" "vaihtaa"
"startin" "aloittaminen"
"rest" "lepo"
"peace" "rauha"
"bon" "hyvä"
"scott" "skotti"
"morrison" "Morrison"
"act" "toimia"
"fool" "hölmö"
"stage" "lava"
"prolly" "todennäköisesti"
"cop" "poliisi"
"legendary" "legendaarinen"
"montage" "kooste"
"cocaine" "kokaiini"
"liquor" "väkevät juomat"
"pourin" "kaataminen"
"groupie" "ihailija"
"actin" "esiintyminen"
"pants" "housut"
"trailer" "traileri"
"brought" "tuoda"
"hills" "kukkulat"
"superstars" "supertähdet"
"popstar" "pop-tähti"
"drankin" "juoda"
"henny" "vsop-konjakki"
"jumpin" "hyppääminen"
"pool" "uima-allas"
"bra" "rintaliivit"
"más" "enemmän"
"savage" "raaka"
"12" "12"
"garage" "autotalli"
"cars" "autot"
"cakin" "kakkuja"
"wifey" "vaimo"
"snack" "välipala"
"green" "vihreä"
"hundreds" "satoja"
"l" "l-kirjain"
"coke" "kola"
"livin" "eläminen"
"smash" "murskata"
"sweeter" "makeampi"
"pop-tart" "makea leivos"
"chart" "kaavio"
"member" "jäsen"
"trap" "ansa"
"shake" "ravistaa"
"frame" "kehys/tuoda esiin"
"slippin" "pudota"
"whippin" "ohjaileminen"
"police" "poliisi"
"guns" "aseet"
"area" "alue"
"strap" "koristeellinen hihna"
"carry" "kantaa"
"guerilla" "sissi"
"pad" "asuinpaikka"
"ooh-ooh-ooh-ooh-ooh" "ooh-ooh-ooh-ooh-ooh"
"somebody" "joku"
"grandma" "isoäiti"
"geekin" "ahmimassa"
"gucci" "tyylikäs"
"celly" "matkapuhelin"
"kodak" "kamerasovellus"
"hunnid" "sata"
"contraband" "salakuljetettava"
"plug" "liitin"
"oaxaca" "kaupunki Meksikossa"
"blocka" "estävä"
"checked" "tarkistettu"
"following" "seuraten"
"mothafuckas" "helvetin hullut"
"world" "maailma"
"barcode" "viivakoodi"
"drivin" "ajaminen"
"expensive" "kallis"
"foreigns" "ulkomaalaiset"
"dawg" "koira"
"kenneled" "koiratarhassa"
"backyard" "takapiha"
"ow" "au"
"wow" "wau"
"bosses" "pomo"
"raris" "harvinaisuus"
"choppers" "moottoripyörä"
"harleys" "Harley-Davidson -moottoripyörä"
"guccid" "Gucci merkkinä"
"wearing" "käyttää/pukea ylle"
"lacoste" "Lacoste merkkinä"
"moncler" "Moncler merkkinä"
"fur" "turkki"
"bear" "karhu"
"triple" "kolminkertainen"
"homicide" "murha"
"chair" "tuoli"
"fair" "messut/oikeudenmukainen"
"tennis" "tennispeli"
"blingy" "hohtava"
"draco" "lohikäärme"
"chicken" "kana"
"chingy" "rentoutunut"
"neiman" "Neiman Marcus -tavaratalo"
"marcus" "Marcus-suku ja Marcus -nimi"
"proceed" "jatkaa eteenpäin"
"caution" "varoitus"
"nice" "mukava/hieno"
"titties" "rinnat"
"7500" "seitsemäntuhattaviisisataa"
"saint" "pyhimys"
"laurent" "Laurent"
"careful" "varovainen"
"dumpin" "hylkääminen"
"ashes" "tuhka"
"sucker" "hölmö"
"cuffin" "kahlehtiminen"
"skreets" "katujen"
"raised" "nostettu"
"bastard" "roisto"
"faster" "nopeammin"
"niggas" "veljet"
"casper" "kummitus"
"asthma" "astma"
"1-2-3-4-5-6-7-8" "1-2-3-4-5-6-7-8"
"ms" "ms"
"6" "6"
"killed" "tapettu"
"21" "21"
"bill" "lasku"
"bil" "bil"
"mils" "mils"
"oneal" "Oneal"
"reggie" "Reggie"
"mill" "tehdas"
"chopper" "moottoripyörä"
"sting" "pistettynä"
"eel" "ankerias"
"ruler" "viivoitin"
"clip" "klipsi"
"umm" "öö"
"spray" "suihkuttaa"
"ruh-rah" "hälinä"
"glock" "Glock-pistooli"
"jiggy" "tyylikäs, cool"
"siggy" "nimikirjain"
"max" "Max (nimi)"
"ziggy" "Ziggy (nimi)"
"case" "tapaus"
"matte" "himmeä, mattapintainen"
"streets" "kadut"
"mansion" "kartano"
"wrist" "ranteen"
"milly" "miljoona (slangisana)"
"expandin" "laajentaa"
"model" "malli"
"candy" "karkki"
"drugs" "huumeet"
"handy" "käsillä oleva, helppokäyttöinen"
"randy" "kiihkeä, muunneltu nimestä "
"condom" "kondomi"
"b" "pieni kirjain "
"sippin" "siemailtu"
"codeine" "kodeiini"
"brandy" "konjakki"
"hah" "hah hah"
"stuntin" "temppuileva"
"ex-bitch" "entinen akka (halventava)"
"wedding" "häät/hääjuhla"
"necklace" "kaulakoru"
"flu" "flunssa"
"ho" "heh/hei"
"ratchet" "alhainen/rivo"
"salty" "suolainen"
"fruit" "hedelmä"
"gram" "gramma"
"textin" "tekstiviesti"
"stressin" "stressi"
"weave" "hiuslisäke"
"bald" "kalju"
"rent" "vuokra"
"private" "yksityinen"
"rotation" "kierto/pyöriminen"
"immigration" "maahanmuutto"
"translations" "käännökset"
"rolex" "kalliit kankirannekello"
"fleek" "muodikas/siisti"
"gold" "kulta"
"rainbow" "sateenkaari"
"corny" "kömpelö"
"impress" "tehdä vaikutus"
"motherfuckin" "*** (censored)"
"judge" "tuomari/arvioija"
"section" "osa/alue"
"8" "kahdeksan"
"wetter" "märkä"
"paint" "maali"
"ripped" "repeytynyt/repäisty"
"bottom" "pohja"
"mj" "mj (michael jordan)"
"moonwalk" "kuulla"
"moonwalkin" "salaperäinen"
"clique" "klikki"
"moonrocks" "kuukiven"
"bronx" "New Yorkin kaupunginosa"
"pump" "pumppaa"
"slump" "lyyhistyä"
"aston" "Aston Martin -merkkinen auto"
"fashion" "muoti"
"fastin" "nopea"
"brother" "veli"
"crippin" "murskaaminen"
"drippin" "vuotava"
"waitress" "tarjoilija"
"tippin" "tiputtaa"
"sauce" "kastike"
"pulled" "vedetty"
"rubber" "kumi"
"suckin" "imevää"
"tinted" "tummennettu"
"vvss" "Versace-merkin vaatteet"
"sperm" "siittiö"
"worth" "arvoinen"
"millions" "miljoonaa"
"popped" "napsahti"
"fore" "ennen"
"givenchy" "Givenchy -merkkinen vaatemerkki"
"boss" "pomo"
"coupe" "coupé-mallinen auto"
"inches" "tuumaa"
"fendi" "fendi"
"drip" "tihkuva"
"built" "rakennettu"
"brrrt" "pamahtaa"
"rollie" "rannekello"
"patek" "patek philippe"
"bracelet" "rannekoru"
"naked" "alaston"
"bake" "leipoa"
"switchin" "vaihtaa"
"lanes" "kaistat"
"range" "alue"
"swap" "vaihtaa paikkaa"
"main" "pää-"
"fame" "maine"
"frames" "kehykset"
"southside" "eteläpuoli"
"metro" "metro-"
"boomin" "räjähtävä"
"young" "nuori"
"trappin" "trappaus"
"cappin" "valehtelu"
"rappers" "räppärit"
"cards" "kortit"
"soft" "pehmeä"
"grew" "kasvoi"
"prayin" "rukoileminen"
"carbon" "hiili"
"cat" "kissa"
"mac" "tietokone"
"boyz" "pojat"
"n" "N (mikä tahansa)"
"hood" "lähiö"
"stuart" "Stuart (nimi)"
"rats" "rotat"
"pockets" "taskut"
"street" "katu"
"bangin" "paukkuminen"
"wax" "vaha"
"dissin" "dissata"
"slap" "lyödä"
"mamas" "äidit"
"grandmas" "mummit"
"shootin" "ampuminen"
"neighbor" "naapuri"
"calendar" "kalenteri"
"fourth" "neljäs"
"july" "heinäkuu"
"nintendo" "Nintendo (pelikonsoleiden nimi)"
"seventh" "seitsemäs"
"grade" "luokka-aste"
"pistol" "pistooli"
"panthersville" "Panthersville (paikka)"
"eighth" "kahdeksas"
"football" "jalkapallo"
"ninth" "yhdeksäs"
"holyfield" "Holyfield (nimi)"
"forward" "eteenpäin suuntautunut"
"2016" "kaksituhatta kuusitoista"
"thick" "paksu"
"pill" "pilleri"
"listened" "kuunneltu"
"spilled" "läikytetty"
"favorite" "suosikki"
"john" "mies"
"dill" "tilli"
"hatin" "vihaaminen"
"yall" "te kaikki"
"fakin" "tekaistu"
"haitians" "haitilaiset"
"tie" "solmio"
"mixtape" "sekoituskasetti"
"tastes" "maistuu"
"scale" "punnita"
"kills" "tappaa"
"wrappin" "paketoitu"
"bale" "trukkilava"
"louis" "mies"
"swangin" "keinuva"
"blangin" "välkkyvä"
"groupies" "ihailijat"
"headphone" "kuulokkeet"
"doubted" "epäilty"
"pray" "rukoilla"
"flop" "epäonnistua"
"lawyers" "lakimiehet"
"cheat" "huijata"
"chances" "mahdollisuudet."
"thots" "huorat"
"rather" "mieluummin"
"jail" "vankila"
